gazeTimestamp;gazeXPos;gazeYPos;gazenewCorr;gazesmoothCorr
9.231;0.5767062;0.6209867
9.231;0.5797131;0.6300834
9.232;0.5785267;0.6333114
8.958;0.2598208;0.6824235;;
8.959;0.3569743;0.4619019;;
8.96;0.3249663;0.5041702;;
8.981;0.4233331;0.2830369;;
8.982;0.4237021;0.3105228;;
8.983;0.4098953;0.3269569;;
8.983;0.4229361;0.332883;;
9.003;0.4245626;0.3581294;;
9.004;0.428736;0.3523985;;
9.005;0.4316205;0.366728;;
9.005;0.4356347;0.360925;;
9.026;0.4450295;0.3388738;;
9.027;0.4516211;0.3334739;;
9.028;0.4605011;0.3167973;;
9.048;0.4675787;0.3128428;;
9.049;0.4772474;0.2964576;;
9.05;0.4852554;0.2971364;;
9.051;0.4932787;0.2909189;;
9.07;0.4973907;0.2888846;;
9.071;0.5101454;0.294353;;
9.072;0.5148756;0.2926929;;
9.101;0.526053;0.2991489;;
9.102;0.5380132;0.3101524;;
9.102;0.5478837;0.3218365;;
9.113;0.551908;0.3250166;;
9.114;0.5554731;0.3301017;;
9.115;0.5619591;0.3421758;;
9.138;0.5688082;0.3582642;;
9.139;0.5696959;0.3790145;;
9.14;0.5760036;0.3956915;;
9.141;0.5755971;0.4178285;;
9.16;0.5832466;0.4363093;;
9.161;0.5750673;0.4605286;;
9.163;0.5814345;0.4743203;;
9.164;0.5734166;0.4913118;;
9.185;0.5824538;0.4982143;;
9.186;0.5905631;0.5058309;;
9.207;0.5838522;0.5169724;;
9.208;0.5894383;0.5254735;;
9.209;0.5803505;0.5440868;;
9.21;0.5858516;0.55352;;
9.212;0.5811606;0.5662306;;
9.213;0.5830113;0.5783627;;
9.229;0.578247;0.5972479;;
9.23;0.5806074;0.6101432;;
9.231;0.5767062;0.6209867;;
9.231;0.5797131;0.6300834;;
9.232;0.5785267;0.6333114;;
9.251;0.5811781;0.6416836
9.251;0.5801172;0.6447992
9.252;0.5818786;0.6521976
9.272;0.5809838;0.6546049
9.273;0.5811278;0.6557149
9.274;0.5802424;0.6570456
9.275;0.5794117;0.6573917
9.296;0.5784255;0.6572288
9.297;0.5770689;0.6565699
9.297;0.575907;0.6554015
9.298;0.5742368;0.6545022
9.319;0.5729488;0.6524221
9.32;0.5709603;0.6509962
9.32;0.5696543;0.6474363
9.321;0.5678508;0.6457521
9.341;0.5665545;0.6423084
9.342;0.565156;0.6407393
9.342;0.5638537;0.6376672
9.343;0.5625845;0.6360148
9.344;0.5612105;0.6341507
9.363;0.560596;0.6328247
9.363;0.5595145;0.6328565
9.364;0.5593252;0.6319192
9.384;0.5584629;0.6323448
9.385;0.5581205;0.6322138
9.386;0.5575051;0.6331567
9.386;0.5575402;0.6334412
9.101;0.526053;0.2991489;;
9.102;0.5380132;0.3101524;;
9.102;0.5478837;0.3218365;;
9.113;0.551908;0.3250166;;
9.114;0.5554731;0.3301017;;
9.115;0.5619591;0.3421758;;
9.138;0.5688082;0.3582642;;
9.139;0.5696959;0.3790145;;
9.14;0.5760036;0.3956915;;
9.141;0.5755971;0.4178285;;
9.16;0.5832466;0.4363093;;
9.161;0.5750673;0.4605286;;
9.163;0.5814345;0.4743203;;
9.164;0.5734166;0.4913118;;
9.185;0.5824538;0.4982143;;
9.186;0.5905631;0.5058309;;
9.207;0.5838522;0.5169724;;
9.208;0.5894383;0.5254735;;
9.209;0.5803505;0.5440868;;
9.21;0.5858516;0.55352;;
9.212;0.5811606;0.5662306;;
9.213;0.5830113;0.5783627;;
9.229;0.578247;0.5972479;;
9.23;0.5806074;0.6101432;;
9.231;0.5767062;0.6209867;;
9.231;0.5797131;0.6300834;;
9.232;0.5785267;0.6333114;;
9.251;0.5811781;0.6416836;;
9.251;0.5801172;0.6447992;;
9.252;0.5818786;0.6521976;;
9.272;0.5809838;0.6546049;;
9.273;0.5811278;0.6557149;;
9.274;0.5802424;0.6570456;;
9.275;0.5794117;0.6573917;;
9.296;0.5784255;0.6572288;;
9.297;0.5770689;0.6565699;;
9.297;0.575907;0.6554015;;
9.298;0.5742368;0.6545022;;
9.319;0.5729488;0.6524221;;
9.32;0.5709603;0.6509962;;
9.32;0.5696543;0.6474363;;
9.321;0.5678508;0.6457521;;
9.341;0.5665545;0.6423084;;
9.342;0.565156;0.6407393;;
9.342;0.5638537;0.6376672;;
9.343;0.5625845;0.6360148;;
9.344;0.5612105;0.6341507;;
9.363;0.560596;0.6328247;;
9.363;0.5595145;0.6328565;;
9.364;0.5593252;0.6319192;;
9.384;0.5584629;0.6323448;;
9.385;0.5581205;0.6322138;;
9.386;0.5575051;0.6331567;;
9.386;0.5575402;0.6334412;;
9.406;0.5570825;0.6340419
9.407;0.5569245;0.6344133
9.407;0.5566372;0.6334701
9.408;0.5563453;0.6333129
9.434;0.5560829;0.6318112
9.436;0.5558433;0.6304693
9.437;0.5555068;0.6285969
9.449;0.5550495;0.6264164
9.45;0.5549159;0.6241257
9.451;0.5541993;0.6213959
9.451;0.5540084;0.6187451
9.471;0.553162;0.6153089
9.472;0.5527151;0.6120281
9.474;0.551513;0.6085213
9.496;0.5502605;0.6050891
9.497;0.5487226;0.6016271
9.518;0.5470511;0.5987064
9.519;0.5452353;0.5959904
9.52;0.5425892;0.5830592
9.521;0.5405854;0.5801426
9.54;0.5378863;0.567113
9.541;0.5361333;0.5641271
9.544;0.5332299;0.5514899
9.251;0.5811781;0.6416836;;
9.251;0.5801172;0.6447992;;
9.252;0.5818786;0.6521976;;
9.272;0.5809838;0.6546049;;
9.273;0.5811278;0.6557149;;
9.274;0.5802424;0.6570456;;
9.275;0.5794117;0.6573917;;
9.296;0.5784255;0.6572288;;
9.297;0.5770689;0.6565699;;
9.297;0.575907;0.6554015;;
9.298;0.5742368;0.6545022;;
9.319;0.5729488;0.6524221;;
9.32;0.5709603;0.6509962;;
9.32;0.5696543;0.6474363;;
9.321;0.5678508;0.6457521;;
9.341;0.5665545;0.6423084;;
9.342;0.565156;0.6407393;;
9.342;0.5638537;0.6376672;;
9.343;0.5625845;0.6360148;;
9.344;0.5612105;0.6341507;;
9.363;0.560596;0.6328247;;
9.363;0.5595145;0.6328565;;
9.364;0.5593252;0.6319192;;
9.384;0.5584629;0.6323448;;
9.385;0.5581205;0.6322138;;
9.386;0.5575051;0.6331567;;
9.386;0.5575402;0.6334412;;
9.406;0.5570825;0.6340419;;
9.407;0.5569245;0.6344133;;
9.407;0.5566372;0.6334701;;
9.408;0.5563453;0.6333129;;
9.434;0.5560829;0.6318112;;
9.436;0.5558433;0.6304693;;
9.437;0.5555068;0.6285969;;
9.449;0.5550495;0.6264164;;
9.45;0.5549159;0.6241257;;
9.451;0.5541993;0.6213959;;
9.451;0.5540084;0.6187451;;
9.471;0.553162;0.6153089;;
9.472;0.5527151;0.6120281;;
9.474;0.551513;0.6085213;;
9.496;0.5502605;0.6050891;;
9.497;0.5487226;0.6016271;;
9.518;0.5470511;0.5987064;;
9.519;0.5452353;0.5959904;;
9.52;0.5425892;0.5830592;;
9.521;0.5405854;0.5801426;;
9.54;0.5378863;0.567113;;
9.541;0.5361333;0.5641271;;
9.544;0.5332299;0.5514899;;
9.563;0.5316675;0.5486043
9.564;0.5291407;0.5370159
9.565;0.5278474;0.5344422
9.566;0.5275633;0.5328491
9.567;0.5265638;0.5307001
9.585;0.5261185;0.5297192
9.609;0.5258781;0.5292034
9.61;0.5251093;0.5292616
9.611;0.5242096;0.5275989
9.632;0.5234592;0.5263829
9.633;0.5230434;0.5255712
9.634;0.5227517;0.5250735
9.635;0.5216914;0.5257258
9.655;0.5204536;0.526594
9.655;0.5201372;0.5261625
9.656;0.5187148;0.5270058
9.657;0.5181913;0.5261911
9.677;0.5171139;0.5266185
9.678;0.5164931;0.5259615
9.679;0.5155603;0.5259428
9.68;0.514591;0.5253145
9.699;0.5140101;0.5253794
9.7;0.5134268;0.5252776
9.701;0.5129369;0.5251146
9.701;0.5124136;0.5255479
9.406;0.5570825;0.6340419;;
9.407;0.5569245;0.6344133;;
9.407;0.5566372;0.6334701;;
9.408;0.5563453;0.6333129;;
9.434;0.5560829;0.6318112;;
9.436;0.5558433;0.6304693;;
9.437;0.5555068;0.6285969;;
9.449;0.5550495;0.6264164;;
9.45;0.5549159;0.6241257;;
9.451;0.5541993;0.6213959;;
9.451;0.5540084;0.6187451;;
9.471;0.553162;0.6153089;;
9.472;0.5527151;0.6120281;;
9.474;0.551513;0.6085213;;
9.496;0.5502605;0.6050891;;
9.497;0.5487226;0.6016271;;
9.518;0.5470511;0.5987064;;
9.519;0.5452353;0.5959904;;
9.52;0.5425892;0.5830592;;
9.521;0.5405854;0.5801426;;
9.54;0.5378863;0.567113;;
9.541;0.5361333;0.5641271;;
9.544;0.5332299;0.5514899;;
9.563;0.5316675;0.5486043;;
9.564;0.5291407;0.5370159;;
9.565;0.5278474;0.5344422;;
9.566;0.5275633;0.5328491;;
9.567;0.5265638;0.5307001;;
9.585;0.5261185;0.5297192;;
9.609;0.5258781;0.5292034;;
9.61;0.5251093;0.5292616;;
9.611;0.5242096;0.5275989;;
9.632;0.5234592;0.5263829;;
9.633;0.5230434;0.5255712;;
9.634;0.5227517;0.5250735;;
9.635;0.5216914;0.5257258;;
9.655;0.5204536;0.526594;;
9.655;0.5201372;0.5261625;;
9.656;0.5187148;0.5270058;;
9.657;0.5181913;0.5261911;;
9.677;0.5171139;0.5266185;;
9.678;0.5164931;0.5259615;;
9.679;0.5155603;0.5259428;;
9.68;0.514591;0.5253145;;
9.699;0.5140101;0.5253794;;
9.7;0.5134268;0.5252776;;
9.701;0.5129369;0.5251146;;
9.701;0.5124136;0.5255479;;
9.721;0.5118934;0.5253399
9.722;0.511508;0.5255709
9.722;0.5110345;0.5254229
9.723;0.5107;0.525866
9.743;0.5100023;0.5253983
9.744;0.509465;0.5253977
9.745;0.5087664;0.525319
9.745;0.5081244;0.5251409
9.765;0.5075499;0.5248022
9.766;0.5068655;0.5247712
9.767;0.5063056;0.5245501
9.787;0.5056673;0.5242006
9.788;0.5053715;0.5238453
9.789;0.5047375;0.5235424
9.797;0.5047725;0.5222983
9.798;0.5043155;0.5220244
9.811;0.5042263;0.5210794
9.811;0.5037031;0.5208238
9.812;0.5038853;0.5194822
9.813;0.5035938;0.5192184
9.833;0.5036586;0.5180686
9.833;0.5034533;0.5178154
9.834;0.5032601;0.51726
9.835;0.5025694;0.5173316
9.54;0.5378863;0.567113;;
9.541;0.5361333;0.5641271;;
9.544;0.5332299;0.5514899;;
9.563;0.5316675;0.5486043;;
9.564;0.5291407;0.5370159;;
9.565;0.5278474;0.5344422;;
9.566;0.5275633;0.5328491;;
9.567;0.5265638;0.5307001;;
9.585;0.5261185;0.5297192;;
9.609;0.5258781;0.5292034;;
9.61;0.5251093;0.5292616;;
9.611;0.5242096;0.5275989;;
9.632;0.5234592;0.5263829;;
9.633;0.5230434;0.5255712;;
9.634;0.5227517;0.5250735;;
9.635;0.5216914;0.5257258;;
9.655;0.5204536;0.526594;;
9.655;0.5201372;0.5261625;;
9.656;0.5187148;0.5270058;;
9.657;0.5181913;0.5261911;;
9.677;0.5171139;0.5266185;;
9.678;0.5164931;0.5259615;;
9.679;0.5155603;0.5259428;;
9.68;0.514591;0.5253145;;
9.699;0.5140101;0.5253794;;
9.7;0.5134268;0.5252776;;
9.701;0.5129369;0.5251146;;
9.701;0.5124136;0.5255479;;
9.721;0.5118934;0.5253399;;
9.722;0.511508;0.5255709;;
9.722;0.5110345;0.5254229;;
9.723;0.5107;0.525866;;
9.743;0.5100023;0.5253983;;
9.744;0.509465;0.5253977;;
9.745;0.5087664;0.525319;;
9.745;0.5081244;0.5251409;;
9.765;0.5075499;0.5248022;;
9.766;0.5068655;0.5247712;;
9.767;0.5063056;0.5245501;;
9.787;0.5056673;0.5242006;;
9.788;0.5053715;0.5238453;;
9.789;0.5047375;0.5235424;;
9.797;0.5047725;0.5222983;;
9.798;0.5043155;0.5220244;;
9.811;0.5042263;0.5210794;;
9.811;0.5037031;0.5208238;;
9.812;0.5038853;0.5194822;;
9.813;0.5035938;0.5192184;;
9.833;0.5036586;0.5180686;;
9.833;0.5034533;0.5178154;;
9.834;0.5032601;0.51726;;
9.835;0.5025694;0.5173316;;
9.856;0.5023559;0.5169569
9.856;0.5018128;0.5171155
9.857;0.5014164;0.5169461
9.858;0.5008249;0.5173011
9.878;0.5004767;0.5168206
9.879;0.4997861;0.5173682
9.88;0.4994991;0.516709
9.88;0.4992614;0.5171611
9.9;0.49895;0.5161952
9.901;0.4987439;0.5167786
9.902;0.4983904;0.515931
9.903;0.4979266;0.5168113
9.923;0.497329;0.5161722
9.923;0.4967118;0.516433
9.924;0.4959803;0.516175
9.925;0.495256;0.5159494
9.945;0.4945273;0.5158784
9.946;0.4933805;0.5153379
9.946;0.4929023;0.5146297
9.947;0.4920248;0.5138518
9.967;0.4917628;0.5126905
9.968;0.4909817;0.5123629
9.969;0.4907256;0.5109334
9.97;0.4902569;0.5110675
9.99;0.4900079;0.5095639
9.99;0.490195;0.5101233
9.991;0.4898306;0.5092713
9.699;0.5140101;0.5253794;;
9.7;0.5134268;0.5252776;;
9.701;0.5129369;0.5251146;;
9.701;0.5124136;0.5255479;;
9.721;0.5118934;0.5253399;;
9.722;0.511508;0.5255709;;
9.722;0.5110345;0.5254229;;
9.723;0.5107;0.525866;;
9.743;0.5100023;0.5253983;;
9.744;0.509465;0.5253977;;
9.745;0.5087664;0.525319;;
9.745;0.5081244;0.5251409;;
9.765;0.5075499;0.5248022;;
9.766;0.5068655;0.5247712;;
9.767;0.5063056;0.5245501;;
9.787;0.5056673;0.5242006;;
9.788;0.5053715;0.5238453;;
9.789;0.5047375;0.5235424;;
9.797;0.5047725;0.5222983;;
9.798;0.5043155;0.5220244;;
9.811;0.5042263;0.5210794;;
9.811;0.5037031;0.5208238;;
9.812;0.5038853;0.5194822;;
9.813;0.5035938;0.5192184;;
9.833;0.5036586;0.5180686;;
9.833;0.5034533;0.5178154;;
9.834;0.5032601;0.51726;;
9.835;0.5025694;0.5173316;;
9.856;0.5023559;0.5169569;;
9.856;0.5018128;0.5171155;;
9.857;0.5014164;0.5169461;;
9.858;0.5008249;0.5173011;;
9.878;0.5004767;0.5168206;;
9.879;0.4997861;0.5173682;;
9.88;0.4994991;0.516709;;
9.88;0.4992614;0.5171611;;
9.9;0.49895;0.5161952;;
9.901;0.4987439;0.5167786;;
9.902;0.4983904;0.515931;;
9.903;0.4979266;0.5168113;;
9.923;0.497329;0.5161722;;
9.923;0.4967118;0.516433;;
9.924;0.4959803;0.516175;;
9.925;0.495256;0.5159494;;
9.945;0.4945273;0.5158784;;
9.946;0.4933805;0.5153379;;
9.946;0.4929023;0.5146297;;
9.947;0.4920248;0.5138518;;
9.967;0.4917628;0.5126905;;
9.968;0.4909817;0.5123629;;
9.969;0.4907256;0.5109334;;
9.97;0.4902569;0.5110675;;
9.99;0.4900079;0.5095639;;
9.99;0.490195;0.5101233;;
9.991;0.4898306;0.5092713;;
10.011;0.4902228;0.5101415
10.012;0.4897897;0.5095928
10.013;0.4902458;0.510685
10.014;0.4898967;0.5103434
10.014;0.4903083;0.5114664
10.033;0.489899;0.5109727
10.034;0.4899113;0.5116688
10.035;0.4894403;0.5106725
10.055;0.4894617;0.5108731
10.056;0.4890962;0.5101732
10.057;0.4891241;0.5099391
10.058;0.4887554;0.5088387
10.059;0.4884893;0.508351
10.079;0.4882579;0.5068852
10.08;0.4874451;0.5066507
10.081;0.4870423;0.5056491
10.081;0.4859323;0.5055817
10.102;0.4853636;0.5049256
10.103;0.4838766;0.5050964
10.103;0.4830723;0.5050812
10.125;0.4815473;0.5053201
10.125;0.480435;0.5060023
10.127;0.4790652;0.5061984
10.128;0.4779678;0.5069947
10.131;0.4764306;0.5071414
9.833;0.5036586;0.5180686;;
9.833;0.5034533;0.5178154;;
9.834;0.5032601;0.51726;;
9.835;0.5025694;0.5173316;;
9.856;0.5023559;0.5169569;;
9.856;0.5018128;0.5171155;;
9.857;0.5014164;0.5169461;;
9.858;0.5008249;0.5173011;;
9.878;0.5004767;0.5168206;;
9.879;0.4997861;0.5173682;;
9.88;0.4994991;0.516709;;
9.88;0.4992614;0.5171611;;
9.9;0.49895;0.5161952;;
9.901;0.4987439;0.5167786;;
9.902;0.4983904;0.515931;;
9.903;0.4979266;0.5168113;;
9.923;0.497329;0.5161722;;
9.923;0.4967118;0.516433;;
9.924;0.4959803;0.516175;;
9.925;0.495256;0.5159494;;
9.945;0.4945273;0.5158784;;
9.946;0.4933805;0.5153379;;
9.946;0.4929023;0.5146297;;
9.947;0.4920248;0.5138518;;
9.967;0.4917628;0.5126905;;
9.968;0.4909817;0.5123629;;
9.969;0.4907256;0.5109334;;
9.97;0.4902569;0.5110675;;
9.99;0.4900079;0.5095639;;
9.99;0.490195;0.5101233;;
9.991;0.4898306;0.5092713;;
10.011;0.4902228;0.5101415;;
10.012;0.4897897;0.5095928;;
10.013;0.4902458;0.510685;;
10.014;0.4898967;0.5103434;;
10.014;0.4903083;0.5114664;;
10.033;0.489899;0.5109727;;
10.034;0.4899113;0.5116688;;
10.035;0.4894403;0.5106725;;
10.055;0.4894617;0.5108731;;
10.056;0.4890962;0.5101732;;
10.057;0.4891241;0.5099391;;
10.058;0.4887554;0.5088387;;
10.059;0.4884893;0.508351;;
10.079;0.4882579;0.5068852;;
10.08;0.4874451;0.5066507;;
10.081;0.4870423;0.5056491;;
10.081;0.4859323;0.5055817;;
10.102;0.4853636;0.5049256;;
10.103;0.4838766;0.5050964;;
10.103;0.4830723;0.5050812;;
10.125;0.4815473;0.5053201;;
10.125;0.480435;0.5060023;;
10.127;0.4790652;0.5061984;;
10.128;0.4779678;0.5069947;;
10.131;0.4764306;0.5071414;;
10.15;0.4753715;0.5076654
10.152;0.4740336;0.5078396
10.153;0.4731673;0.5080234
10.188;0.4720216;0.508155
10.192;0.4711468;0.508144
10.193;0.4703711;0.5083359
10.194;0.4694653;0.5087205
10.195;0.468718;0.5088768
10.196;0.4679348;0.5087369
10.213;0.4668668;0.5092496
10.213;0.4659841;0.5094122
10.214;0.464691;0.5098349
10.215;0.4635946;0.5100881
10.236;0.4623078;0.5102736
10.237;0.4610482;0.5105003
10.238;0.4598499;0.5105454
10.239;0.4585845;0.5111131
10.239;0.4574028;0.5114311
10.26;0.4561491;0.5117534
10.26;0.4551238;0.5124323
10.262;0.4540796;0.5129805
10.262;0.4529677;0.5137167
10.281;0.4519949;0.5140889
10.282;0.4508233;0.5150118
10.282;0.4498519;0.5154881
10.283;0.44887;0.5160865
9.99;0.4900079;0.5095639;;
9.99;0.490195;0.5101233;;
9.991;0.4898306;0.5092713;;
10.011;0.4902228;0.5101415;;
10.012;0.4897897;0.5095928;;
10.013;0.4902458;0.510685;;
10.014;0.4898967;0.5103434;;
10.014;0.4903083;0.5114664;;
10.033;0.489899;0.5109727;;
10.034;0.4899113;0.5116688;;
10.035;0.4894403;0.5106725;;
10.055;0.4894617;0.5108731;;
10.056;0.4890962;0.5101732;;
10.057;0.4891241;0.5099391;;
10.058;0.4887554;0.5088387;;
10.059;0.4884893;0.508351;;
10.079;0.4882579;0.5068852;;
10.08;0.4874451;0.5066507;;
10.081;0.4870423;0.5056491;;
10.081;0.4859323;0.5055817;;
10.102;0.4853636;0.5049256;;
10.103;0.4838766;0.5050964;;
10.103;0.4830723;0.5050812;;
10.125;0.4815473;0.5053201;;
10.125;0.480435;0.5060023;;
10.127;0.4790652;0.5061984;;
10.128;0.4779678;0.5069947;;
10.131;0.4764306;0.5071414;;
10.15;0.4753715;0.5076654;;
10.152;0.4740336;0.5078396;;
